WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
24229,20150909,2053,11,CLR, ,10.00, , , ,71, ,21.7, ,64, ,17.9, ,60, ,15.6, , 68, , 9, ,300, , , ,29.89, , , , , ,30.01, ,AA, , , ,30.01,
24229,20150909,2153,11,CLR, ,10.00, , , ,69, ,20.6, ,63, ,17.2, ,59, ,15.0, , 71, , 9, ,310, , , ,29.90, , , , , ,30.02, ,AA, , , ,30.02,
24229,20150909,2253,11,CLR, ,10.00, , , ,67, ,19.4, ,62, ,16.4, ,58, ,14.4, , 73, , 7, ,320, , , ,29.90, , , , , ,30.02, ,AA, , , ,30.02,
24229,20150909,2353,11,CLR, ,10.00, , , ,66, ,18.9, ,61, ,16.2, ,58, ,14.4, , 76, , 5, ,340, , , ,29.91, , , , , ,30.02, ,AA, , , ,30.03,
24229,20150910,0053,11,CLR, ,10.00, , , ,65, ,18.3, ,60, ,15.7, ,57, ,13.9, , 75, , 3, ,330, , , ,29.91, , , , , ,30.03, ,AA, , , ,30.03,
24229,20150910,0153,11,CLR, ,10.00, , , ,63, ,17.2, ,60, ,15.3, ,57, ,13.9, , 81, , 7, ,310, , , ,29.92, , , , , ,30.03, ,AA, , , ,30.04,
24229,20150910,0253,11,CLR, ,10.00, , , ,62, ,16.7, ,59, ,15.0, ,57, ,13.9, , 84, , 0, ,000, , , ,29.93, , , , , ,30.04, ,AA, , , ,30.05,
24229,20150910,0353,11,CLR, ,10.00, , , ,60, ,15.6, ,58, ,14.2, ,56, ,13.3, , 87, , 0, ,000, , , ,29.93, , , , , ,30.04, ,AA, , , ,30.05,
24229,20150910,0449,11,BKN010, ,10.00, , , ,61, ,16.0, ,59, ,14.8, ,57, ,14.0, , 87, , 0, ,000, , , ,29.92, , , , , ,M, ,SP, , , ,30.04,
24229,20150910,0453,11,BKN010, ,10.00, , , ,60, ,15.6, ,58, ,14.6, ,57, ,13.9, , 90, , 0, ,000, , , ,29.92, , , , , ,30.03, ,AA, , , ,30.04,
24229,20150910,0524,11,BKN009, ,10.00, , , ,59, ,15.0, ,57, ,14.0, ,56, ,13.3, , 90, , 0, ,000, , , ,29.92, , , , , ,M, ,SP, , , ,30.04,
24229,20150910,0553,11,OVC008, ,10.00, , , ,60, ,15.6, ,58, ,14.6, ,57, ,13.9, , 90, , 0, ,000, , , ,29.93, , , , , ,30.04, ,AA, , , ,30.05,
24229,20150910,0635,11,SCT008, ,10.00, , , ,60, ,15.6, ,58, ,14.6, ,57, ,13.9, , 90, , 3, ,360, , , ,29.94, , , , , ,M, ,SP, , , ,30.06,
24229,20150910,0651,11,BKN008, ,10.00, , , ,61, ,16.0, ,59, ,14.8, ,57, ,14.0, , 87, , 3, ,320, , , ,29.94, , , , , ,M, ,SP, , , ,30.06,
24229,20150910,0653,11,BKN008, ,10.00, , , ,60, ,15.6, ,58, ,14.6, ,57, ,13.9, , 90, , 3, ,320, , , ,29.94, , , , , ,30.05, ,AA, , , ,30.06,
24229,20150910,0743,11,SCT008, ,10.00, , , ,62, ,16.7, ,59, ,14.7, ,56, ,13.3, , 81, , 3, ,360, , , ,29.95, , , , , ,M, ,SP, , , ,30.07,
24229,20150910,0753,11,SCT008, ,10.00, , , ,63, ,17.2, ,60, ,15.3, ,57, ,13.9, , 81, , 0, ,000, , , ,29.94, , , , , ,30.06, ,AA, , , ,30.06,
24229,20150910,0853,11,FEW008, ,10.00, , , ,66, ,18.9, ,61, ,15.9, ,57, ,13.9, , 73, , 0, ,000, , , ,29.93, , , , , ,30.05, ,AA, , , ,30.05,
24229,20150910,0953,11,CLR, ,10.00, , , ,70, ,21.1, ,62, ,16.8, ,57, ,13.9, , 64, , 5, ,270, , , ,29.92, , , , , ,30.04, ,AA, , , ,30.04,
24229,20150910,1053,11,CLR, ,10.00, , , ,73, ,22.8, ,64, ,17.7, ,58, ,14.4, , 59, , 7, ,290, , , ,29.91, , , , , ,30.03, ,AA, , , ,30.03,
24229,20150910,1153,11,CLR, ,10.00, , , ,76, ,24.4, ,65, ,18.0, ,57, ,13.9, , 52, ,10, ,280, , , ,29.89, , , , , ,30.01, ,AA, , , ,30.01,
24229,20150910,1253,11,CLR, ,10.00, , , ,80, ,26.7, ,66, ,18.8, ,57, ,13.9, , 45, , 9, ,280, , , ,29.87, , , , , ,29.99, ,AA, , , ,29.99,
24229,20150910,1353,11,CLR, ,10.00, , , ,83, ,28.3, ,67, ,19.3, ,57, ,13.9, , 41, , 8, ,290, , , ,29.85, , , , , ,29.96, ,AA, , , ,29.97,
24229,20150910,1453,11,CLR, ,10.00, , , ,86, ,30.0, ,68, ,19.9, ,57, ,13.9, , 37, ,10, ,290, , , ,29.82, , , , , ,29.94, ,AA, , , ,29.94,
24229,20150910,1553,11,CLR, ,10.00, , , ,87, ,30.6, ,69, ,20.3, ,58, ,14.4, , 37, ,10, ,290, , , ,29.80, , , , , ,29.92, ,AA, , , ,29.92,
24229,20150910,1653,11,CLR, ,10.00, , , ,86, ,30.0, ,69, ,20.4, ,59, ,15.0, , 40, ,10, ,310, , , ,29.80, , , , , ,29.92, ,AA, , , ,29.92,
24229,20150910,1753,11,CLR, ,10.00, , , ,82, ,27.8, ,68, ,19.7, ,59, ,15.0, , 46, , 7, ,320, , , ,29.80, , , , , ,29.92, ,AA, , , ,29.92,
24229,20150910,1853,11,CLR, ,10.00, , , ,79, ,26.1, ,66, ,18.9, ,58, ,14.4, , 49, , 8, ,310, , , ,29.81, , , , , ,29.93, ,AA, , , ,29.93,
24229,20150910,1953,11,CLR, ,10.00, , , ,77, ,25.0, ,65, ,18.5, ,58, ,14.4, , 52, , 7, ,290, , , ,29.82, , , , , ,29.94, ,AA, , , ,29.94,
24229,20150910,2053,11,CLR, ,10.00, , , ,74, ,23.3, ,64, ,17.6, ,57, ,13.9, , 56, , 8, ,290, , , ,29.84, , , , , ,29.96, ,AA, , , ,29.96,
24229,20150910,2153,11,CLR, ,10.00, , , ,72, ,22.2, ,63, ,17.2, ,57, ,13.9, , 59, , 6, ,280, , , ,29.85, , , , , ,29.97, ,AA, , , ,29.97,
24229,20150910,2253,11,CLR, ,10.00, , , ,67, ,19.4, ,60, ,15.6, ,55, ,12.8, , 66, , 3, ,260, , , ,29.86, , , , , ,29.97, ,AA, , , ,29.98,
24229,20150910,2353,11,CLR, ,10.00, , , ,66, ,18.9, ,60, ,15.6, ,56, ,13.3, , 70, , 0, ,000, , , ,29.86, , , , , ,29.98, ,AA, , , ,29.98,
24229,20150911,0053,11,CLR, ,10.00, , , ,65, ,18.3, ,60, ,15.4, ,56, ,13.3, , 73, , 0, ,000, , , ,29.87, , , , , ,29.98, ,AA, , , ,29.99,
24229,20150911,0153,11,CLR, ,10.00, , , ,64, ,17.8, ,60, ,15.5, ,57, ,13.9, , 78, , 0, ,000, , , ,29.86, , , , , ,29.98, ,AA, , , ,29.98,
24229,20150911,0253,11,CLR, ,10.00, , , ,61, ,16.1, ,58, ,14.5, ,56, ,13.3, , 84, , 0, ,000, , , ,29.87, , , , , ,29.98, ,AA, , , ,29.99,
24229,20150911,0353,11,CLR, ,10.00, , , ,59, ,15.0, ,56, ,13.4, ,54, ,12.2, , 84, , 0, ,000, , , ,29.87, , , , , ,29.98, ,AA, , , ,29.99,
24229,20150911,0453,11,CLR, ,10.00, , , ,58, ,14.4, ,56, ,13.5, ,55, ,12.8, , 90, , 0, ,000, , , ,29.87, , , , , ,29.99, ,AA, , , ,29.99,
24229,20150911,0553,11,FEW250, ,10.00, , , ,58, ,14.4, ,56, ,13.5, ,55, ,12.8, , 90, , 0, ,000, , , ,29.88, , , , , ,29.99, ,AA, , , ,30.00,
24229,20150911,0653,11,FEW250, ,10.00, , , ,61, ,16.1, ,58, ,14.5, ,56, ,13.3, , 84, , 0, ,000, , , ,29.89, , , , , ,30.00, ,AA, , , ,30.01,
24229,20150911,0753,11,FEW250, ,10.00, , , ,66, ,18.9, ,61, ,15.9, ,57, ,13.9, , 73, , 3, ,320, , , ,29.89, , , , , ,30.00, ,AA, , , ,30.01,
24229,20150911,0853,11,FEW250, ,10.00, , , ,70, ,21.1, ,63, ,17.1, ,58, ,14.4, , 66, , 3, ,280, , , ,29.88, , , , , ,30.00, ,AA, , , ,30.00, 
24229,20150911,0953,11,SCT250, ,10.00, , , ,74, ,23.3, ,64, ,17.9, ,58, ,14.4, , 58, , 6, ,290, , , ,29.88, , , , , ,30.00, ,AA, , , ,30.00,
24229,20150911,1053,11,BKN250, ,10.00, , , ,79, ,26.1, ,64, ,17.8, ,54, ,12.2, , 42, , 8, ,270, , , ,29.87, , , , , ,29.98, ,AA, , , ,29.99,
24229,20150911,1153,11,BKN250, ,10.00, , , ,82, ,27.8, ,68, ,19.7, ,59, ,15.0, , 46, , 9, ,270, , , ,29.85, , , , , ,29.97, ,AA, , , ,29.97,
24229,20150911,1253,11,SCT200, ,10.00, , , ,86, ,30.0, ,68, ,20.2, ,58, ,14.4, , 39, , 8, ,270, , , ,29.82, , , , , ,29.94, ,AA, , , ,29.94,
24229,20150911,1353,11,SCT200, ,10.00, , , ,90, ,32.2, ,70, ,20.9, ,58, ,14.4, , 34, ,10, ,290, , , ,29.81, , , , , ,29.93, ,AA, , , ,29.93,
24229,20150911,1453,11,SCT200, ,10.00, , , ,93, ,33.9, ,70, ,20.8, ,56, ,13.3, , 29, ,11, ,280, , , ,29.79, , , , , ,29.91, ,AA, , , ,29.91,
24229,20150911,1553,11,SCT200, ,10.00, , , ,94, ,34.4, ,70, ,21.0, ,56, ,13.3, , 28, ,10, ,280, , , ,29.77, , , , , ,29.89, ,AA, , , ,29.89,
24229,20150911,1653,11,SCT200, ,10.00, , , ,92, ,33.3, ,69, ,20.7, ,56, ,13.3, , 30, , 5, ,330, , , ,29.76, , , , , ,29.88, ,AA, , , ,29.88,
24229,20150911,1753,11,FEW200 SCT250, ,10.00, , , ,87, ,30.6, ,69, ,20.3, ,58, ,14.4, , 37, , 6, ,320, , , ,29.76, , , , , ,29.88, ,AA, , , ,29.88,
24229,20150911,1853,11,FEW200 FEW250, ,10.00, , , ,84, ,28.9, ,68, ,19.8, ,58, ,14.4, , 41, , 6, ,280, , , ,29.77, , , , , ,29.88, ,AA, , , ,29.89,
24229,20150911,1953,11,FEW250, ,10.00, , , ,79, ,26.1, ,67, ,19.2, ,59, ,15.0, , 50, , 7, ,280, , , ,29.78, , , , , ,29.89, ,AA, , , ,29.90,
24229,20150911,2053,11,CLR, ,10.00, , , ,78, ,25.6, ,65, ,18.4, ,57, ,13.9, , 49, , 9, ,280, , , ,29.79, , , , , ,29.91, ,AA, , , ,29.91,
24229,20150911,2153,11,CLR, ,10.00, , , ,75, ,23.9, ,65, ,18.1, ,58, ,14.4, , 56, , 7, ,280, , , ,29.81, , , , , ,29.92, ,AA, , , ,29.93,
24229,20150911,2253,11,CLR, ,10.00, , , ,72, ,22.2, ,64, ,17.8, ,59, ,15.0, , 64, , 6, ,280, , , ,29.82, , , , , ,29.93, ,AA, , , ,29.94,
24229,20150911,2353,11,CLR, ,10.00, , , ,70, ,21.1, ,63, ,17.4, ,59, ,15.0, , 68, , 3, ,280, , , ,29.82, , , , , ,29.94, ,AA, , , ,29.94,
24229,20150912,0053,11,CLR, ,10.00, , , ,69, ,20.6, ,63, ,17.2, ,59, ,15.0, , 71, , 3, ,300, , , ,29.83, , , , , ,29.94, ,AA, , , ,29.95,
24229,20150912,0153,11,CLR, ,10.00, , , ,67, ,19.4, ,62, ,16.7, ,59, ,15.0, , 76, , 0, ,000, , , ,29.83, , , , , ,29.95, ,AA, , , ,29.95,
24229,20150912,0253,11,CLR, ,10.00, , , ,66, ,18.9, ,63, ,17.2, ,61, ,16.1, , 84, , 0, ,000, , , ,29.83, , , , , ,29.95, ,AA, , , ,29.95,
24229,20150912,0353,11,CLR, ,10.00, , , ,65, ,18.3, ,61, ,16.3, ,59, ,15.0, , 81, , 0, ,000, , , ,29.84, , , , , ,29.96, ,AA, , , ,29.96,
24229,20150912,0453,11,CLR, ,10.00, , , ,65, ,18.3, ,61, ,16.3, ,59, ,15.0, , 81, , 5, ,330, , , ,29.85, , , , , ,29.96, ,AA, , , ,29.97,
24229,20150912,0553,11,FEW250, ,10.00, , , ,65, ,18.3, ,61, ,16.0, ,58, ,14.4, , 78, , 0, ,000, , , ,29.86, , , , , ,29.97, ,AA, , , ,29.98,
24229,20150912,0653,11,CLR, ,10.00, , , ,66, ,18.9, ,62, ,16.5, ,59, ,15.0, , 78, , 3, ,340, , , ,29.88, , , , , ,29.99, ,AA, , , ,30.00,
24229,20150912,0753,11,CLR, ,10.00, , , ,67, ,19.4, ,62, ,16.8, ,59, ,15.0, , 76, , 0, ,000, , , ,29.89, , , , , ,30.00, ,AA, , , ,30.01,
24229,20150912,0853,11,CLR, ,10.00, , , ,70, ,21.1, ,63, ,17.4, ,59, ,15.0, , 68, , 3, ,270, , , ,29.89, , , , , ,30.00, ,AA, , , ,30.01,
24229,20150912,0953,11,CLR, ,10.00, , , ,73, ,22.8, ,64, ,18.0, ,59, ,15.0, , 62, , 0, ,000, , , ,29.89, , , , , ,30.00, ,AA, , , ,30.01,
24229,20150912,1053,11,CLR, ,10.00, , , ,77, ,25.0, ,65, ,18.5, ,58, ,14.4, , 52, , 5, ,VR , , , ,29.88, , , , , ,29.99, ,AA, , , ,30.00,
24229,20150912,1153,11,CLR, ,10.00, , , ,79, ,26.1, ,66, ,18.9, ,58, ,14.4, , 49, , 9, ,290, , , ,29.85, , , , , ,29.97, ,AA, , , ,29.97,
24229,20150912,1253,11,CLR, ,10.00, , , ,82, ,27.8, ,68, ,19.7, ,59, ,15.0, , 46, , 7, ,270, , , ,29.84, , , , , ,29.95, ,AA, , , ,29.96,
24229,20150912,1353,11,CLR, ,10.00, , , ,86, ,30.0, ,68, ,20.2, ,58, ,14.4, , 39, , 9, ,300, , , ,29.82, , , , , ,29.93, ,AA, , , ,29.94,
24229,20150912,1453,11,CLR, ,10.00, , , ,88, ,31.1, ,68, ,20.0, ,56, ,13.3, , 34, , 8, ,300, , , ,29.80, , , , , ,29.92, ,AA, , , ,29.92,
24229,20150912,1553,11,CLR, ,10.00, , , ,90, ,32.2, ,69, ,20.3, ,56, ,13.3, , 32, ,10, ,310, , , ,29.79, , , , , ,29.91, ,AA, , , ,29.91,
24229,20150912,1653,11,CLR, ,10.00, , , ,87, ,30.6, ,68, ,19.8, ,56, ,13.3, , 35, ,10, ,330, ,22, ,29.79, , , , , ,29.91, ,AA, , , ,29.91,
24229,20150912,1753,11,CLR, ,10.00, , , ,83, ,28.3, ,67, ,19.6, ,58, ,14.4, , 43, , 8, ,340, , , ,29.80, , , , , ,29.92, ,AA, , , ,29.92,
24229,20150912,1853,11,CLR, ,10.00, , , ,77, ,25.0, ,66, ,18.8, ,59, ,15.0, , 54, , 9, ,310, , , ,29.82, , , , , ,29.93, ,AA, , , ,29.94,
24229,20150912,1953,11,CLR, ,10.00, , , ,74, ,23.3, ,64, ,17.9, ,58, ,14.4, , 58, , 9, ,310, , , ,29.84, , , , , ,29.95, ,AA, , , ,29.96,
24229,20150912,2053,11,CLR, ,10.00, , , ,70, ,21.1, ,63, ,17.1, ,58, ,14.4, , 66, ,13, ,320, , , ,29.86, , , , , ,29.97, ,AA, , , ,29.98,
24229,20150912,2153,11,CLR, ,10.00, , , ,67, ,19.4, ,62, ,16.4, ,58, ,14.4, , 73, , 6, ,320, , , ,29.87, , , , , ,29.98, ,AA, , , ,29.99,
24229,20150912,2253,11,CLR, ,10.00, , , ,65, ,18.3, ,60, ,15.7, ,57, ,13.9, , 75, , 5, ,280, , , ,29.88, , , , , ,29.99, ,AA, , , ,30.00,
24229,20150912,2353,11,CLR, ,10.00, , , ,63, ,17.2, ,59, ,14.9, ,56, ,13.3, , 78, , 9, ,320, , , ,29.89, , , , , ,30.01, ,AA, , , ,30.01,
24229,20150913,0053,11,CLR, ,10.00, , , ,62, ,16.7, ,58, ,14.4, ,55, ,12.8, , 78, , 7, ,310, , , ,29.90, , , , , ,30.01, ,AA, , , ,30.02,
24229,20150913,0153,11,FEW010, ,10.00, , , ,62, ,16.7, ,59, ,14.7, ,56, ,13.3, , 81, , 0, ,000, , , ,29.91, , , , , ,30.02, ,AA, , , ,30.03,
24229,20150913,0253,11,SCT017, ,10.00, , , ,61, ,16.1, ,58, ,14.5, ,56, ,13.3, , 84, , 3, ,320, , , ,29.91, , , , , ,30.03, ,AA, , , ,30.03,
24229,20150913,0324,11,BKN021, ,10.00, , , ,63, ,17.2, ,60, ,15.6, ,58, ,14.4, , 84, , 6, ,360, , , ,29.90, , , , , ,M, ,SP, , , ,30.02,
24229,20150913,0345,11,SCT019 SCT024, ,10.00, , , ,60, ,15.6, ,58, ,14.2, ,56, ,13.3, , 87, , 3, ,290, , , ,29.90, , , , , ,M, ,SP, , , ,30.02,
24229,20150913,0353,11,SCT019 SCT024, ,10.00, , , ,60, ,15.6, ,58, ,14.2, ,56, ,13.3, , 87, , 3, ,270, , , ,29.90, , , , , ,30.01, ,AA, , , ,30.02,
24229,20150913,0426,11,BKN021, ,10.00, , , ,60, ,15.6, ,58, ,14.2, ,56, ,13.3, , 87, , 5, ,260, , , ,29.90, , , , , ,M, ,SP, , , ,30.02,
24229,20150913,0453,11,BKN021, ,10.00, , , ,61, ,16.1, ,58, ,14.5, ,56, ,13.3, , 84, , 6, ,270, , , ,29.91, , , , , ,30.02, ,AA, , , ,30.03,
24229,20150913,0553,11,BKN021, ,10.00, , , ,59, ,15.0, ,57, ,14.0, ,56, ,13.3, , 90, , 3, ,200, , , ,29.92, , , , , ,30.03, ,AA, , , ,30.04,
24229,20150913,0653,11,BKN020 BKN030, ,10.00, , , ,61, ,16.1, ,59, ,14.8, ,57, ,13.9, , 87, , 3, ,190, , , ,29.92, , , , , ,30.03, ,AA, , , ,30.04,
24229,20150913,0747,11,SCT027 SCT200, ,10.00, , , ,64, ,18.0, ,60, ,15.5, ,57, ,14.0, , 78, , 3, ,190, , , ,29.91, , , , , ,M, ,SP, , , ,30.03,
24229,20150913,0753,11,SCT027 SCT200, ,10.00, , , ,65, ,18.3, ,60, ,15.7, ,57, ,13.9, , 75, , 0, ,000, , , ,29.91, , , , , ,30.03, ,AA, , , ,30.03,
24229,20150913,0853,11,SCT025 SCT200, ,10.00, , , ,68, ,20.0, ,61, ,16.1, ,56, ,13.3, , 66, , 0, ,000, , , ,29.91, , , , , ,30.03, ,AA, , , ,30.03,
24229,20150913,0953,11,SCT025 SCT200, ,10.00, , , ,70, ,21.1, ,60, ,15.6, ,53, ,11.7, , 55, , 5, ,340, , , ,29.91, , , , , ,30.02, ,AA, , , ,30.03,
24229,20150913,1053,11,FEW025 BKN200, ,10.00, , , ,71, ,21.7, ,60, ,15.6, ,52, ,11.1, , 51, , 6, ,320, , , ,29.89, , , , , ,30.01, ,AA, , , ,30.01,
24229,20150913,1153,11,FEW025 BKN250, ,10.00, , , ,72, ,22.2, ,58, ,14.3, ,46, ,7.8, , 40, ,10, ,310, , , ,29.88, , , , , ,29.99, ,AA, , , ,30.00,
24229,20150913,1253,11,FEW030 FEW150 BKN250, ,10.00, , , ,74, ,23.3, ,58, ,14.5, ,45, ,7.2, , 36, , 5, ,310, , , ,29.86, , , , , ,29.98, ,AA, , , ,29.98,
24229,20150913,1353,11,FEW035 FEW150 BKN250, ,10.00, , , ,75, ,23.9, ,59, ,14.9, ,46, ,7.8, , 36, , 8, ,320, ,17, ,29.85, , , , , ,29.96, ,AA, , , ,29.97,
24229,20150913,1453,11,FEW150 BKN250, ,10.00, , , ,74, ,23.3, ,59, ,15.2, ,48, ,8.9, , 40, ,10, ,330, ,17, ,29.83, , , , , ,29.94, ,AA, , , ,29.95,
24229,20150913,1553,11,FEW150 BKN250, ,10.00, , , ,73, ,22.8, ,59, ,14.7, ,47, ,8.3, , 40, ,13, ,330, ,22, ,29.82, , , , , ,29.94, ,AA, , , ,29.94,
24229,20150913,1653,11,FEW150 BKN250, ,10.00, , , ,70, ,21.1, ,57, ,13.8, ,46, ,7.8, , 42, ,15, ,300, , , ,29.82, , , , , ,29.93, ,AA, , , ,29.94,
24229,20150913,1753,11,FEW090 SCT160 BKN250, ,10.00, , , ,65, ,18.3, ,54, ,12.2, ,44, ,6.7, , 47, ,13, ,320, , , ,29.81, , , , , ,29.93, ,AA, , , ,29.93,
24229,20150913,1853,11,FEW090 SCT160 BKN250, ,10.00, , , ,63, ,17.2, ,53, ,11.7, ,44, ,6.7, , 50, ,13, ,320, ,22, ,29.82, , , , , ,29.93, ,AA, , , ,29.94,
24229,20150913,1953,11,SCT160 BKN250, ,10.00, , , ,61, ,16.1, ,52, ,11.2, ,44, ,6.7, , 54, ,11, ,320, , , ,29.83, , , , , ,29.94, ,AA, , , ,29.95,
24229,20150913,2053,11,BKN250, ,10.00, , , ,60, ,15.6, ,52, ,11.2, ,45, ,7.2, , 58, , 9, ,320, , , ,29.82, , , , , ,29.94, ,AA, , , ,29.94,
24229,20150913,2153,11,OVC250, ,10.00, , , ,59, ,15.0, ,53, ,11.5, ,47, ,8.3, , 65, ,10, ,310, , , ,29.82, , , , , ,29.94, ,AA, , , ,29.94,
24229,20150913,2253,11,OVC250, ,10.00, , , ,58, ,14.4, ,52, ,11.2, ,47, ,8.3, , 67, , 8, ,320, , , ,29.81, , , , , ,29.93, ,AA, , , ,29.93,
24229,20150913,2353,11,BKN250, ,10.00, , , ,57, ,13.9, ,52, ,11.0, ,47, ,8.3, , 69, , 6, ,320, , , ,29.81, , , , , ,29.93, ,AA, , , ,29.93,
24229,20150914,0053,11,SCT250, ,10.00, , , ,55, ,12.8, ,51, ,10.4, ,47, ,8.3, , 75, , 0, ,000, , , ,29.80, , , , , ,29.91, ,AA, , , ,29.92,
24229,20150914,0153,11,OVC230, ,10.00, , , ,53, ,11.7, ,50, ,9.9, ,47, ,8.3, , 80, , 0, ,000, , , ,29.78, , , , , ,29.89, ,AA, , , ,29.90,
24229,20150914,0253,11,BKN230, ,10.00, , , ,54, ,12.2, ,50, ,10.2, ,47, ,8.3, , 77, , 0, ,000, , , ,29.76, , , , , ,29.88, ,AA, , , ,29.88,
24229,20150914,0353,11,BKN190, ,10.00, , , ,54, ,12.2, ,50, ,10.2, ,47, ,8.3, , 77, , 0, ,000, , , ,29.75, , , , , ,29.87, ,AA, , , ,29.87,
24229,20150914,0453,11,OVC160, ,10.00, , , ,54, ,12.2, ,51, ,10.5, ,48, ,8.9, , 80, , 3, ,230, , , ,29.75, , , , , ,29.86, ,AA, , , ,29.87,
24229,20150914,0553,11,OVC140, ,10.00, , , ,54, ,12.2, ,51, ,10.5, ,48, ,8.9, , 80, , 0, ,000, , , ,29.75, , , , , ,29.87, ,AA, , , ,29.87,
24229,20150914,0653,11,FEW025 OVC120, ,10.00, , , ,55, ,12.8, ,52, ,11.0, ,49, ,9.4, , 80, , 5, ,240, , , ,29.75, , , , , ,29.87, ,AA, , , ,29.87,
24229,20150914,0713,11,BKN024 OVC120, ,10.00, , , ,55, ,12.8, ,52, ,11.0, ,49, ,9.4, , 80, , 5, ,240, , , ,29.75, , , , , ,M, ,SP, , , ,29.87,
24229,20150914,0734,11,SCT024 OVC120, ,10.00, , , ,55, ,12.8, ,52, ,11.0, ,49, ,9.4, , 80, , 3, ,250, , , ,29.75, , , , , ,M, ,SP, , , ,29.87,
24229,20150914,0753,11,FEW024 OVC120, ,10.00, ,-RA, ,55, ,12.8, ,52, ,11.0, ,49, ,9.4, , 80, , 0, ,000, , , ,29.74, , , , , ,29.86, ,AA, ,  T, ,29.86,
24229,20150914,0853,11,FEW025 OVC100, ,10.00, , , ,56, ,13.3, ,52, ,11.0, ,48, ,8.9, , 75, , 3, ,VR , , , ,29.74, , , , , ,29.85, ,AA, ,  T, ,29.86,
24229,20150914,0953,11,FEW025 BKN080 OVC095, , 9.00, ,-RA, ,57, ,13.9, ,53, ,11.5, ,49, ,9.4, , 75, , 3, ,350, , , ,29.74, , , , , ,29.86, ,AA, ,  T, ,29.86,
24229,20150914,1053,11,FEW025 SCT048 OVC070, ,10.00, , , ,56, ,13.3, ,52, ,11.2, ,49, ,9.4, , 78, , 6, ,090, , , ,29.72, , , , , ,29.84, ,AA, ,0.02, ,29.84,
24229,20150914,1153,11,FEW016 BKN070 OVC100, ,10.00, , , ,57, ,13.9, ,53, ,11.8, ,50, ,10.0, , 78, , 6, ,310, , , ,29.73, , , , , ,29.85, ,AA, , , ,29.85,
24229,20150914,1253,11,SCT017 BKN070 OVC100, ,10.00, ,-RA, ,56, ,13.3, ,53, ,11.8, ,51, ,10.6, , 83, , 3, ,350, , , ,29.72, , , , , ,29.84, ,AA, ,0.01, ,29.84,
24229,20150914,1353,11,FEW017 FEW070 BKN120, ,10.00, , , ,58, ,14.4, ,54, ,12.0, ,50, ,10.0, , 75, , 0, ,000, , , ,29.70, , , , , ,29.81, ,AA, , , ,29.82,
24229,20150914,1453,11,FEW045 SCT100 BKN180, ,10.00, , , ,60, ,15.6, ,54, ,12.0, ,48, ,8.9, , 65, , 3, ,090, , , ,29.70, , , , , ,29.81, ,AA, , , ,29.82,
24229,20150914,1553,11,FEW045 BKN120 OVC180, ,10.00, , , ,60, ,15.6, ,53, ,11.7, ,47, ,8.3, , 62, , 6, ,140, , , ,29.68, , , , , ,29.80, ,AA, , , ,29.80,
24229,20150914,1653,11,FEW070 SCT100 BKN250, ,10.00, , , ,60, ,15.6, ,53, ,11.5, ,46, ,7.8, , 60, , 3, ,150, , , ,29.68, , , , , ,29.79, ,AA, , , ,29.80,
24229,20150914,1753,11,FEW070 BKN120, ,10.00, , , ,61, ,16.1, ,53, ,11.7, ,46, ,7.8, , 58, , 5, ,200, , , ,29.67, , , , , ,29.79, ,AA, , , ,29.79,
24229,20150914,1853,11,SCT055 BKN075 BKN120, ,10.00, , , ,58, ,14.4, ,52, ,11.2, ,47, ,8.3, , 67, , 3, ,190, , , ,29.68, , , , , ,29.80, ,AA, , , ,29.80,
24229,20150914,1953,11,FEW050 BKN075, ,10.00, , , ,58, ,14.4, ,52, ,11.2, ,47, ,8.3, , 67, , 3, ,290, , , ,29.70, , , , , ,29.81, ,AA, , , ,29.82,
24229,20150914,2053,11,FEW050 BKN080, ,10.00, , , ,58, ,14.4, ,51, ,10.4, ,44, ,6.7, , 60, , 5, ,300, , , ,29.71, , , , , ,29.83, ,AA, , , ,29.83,
24229,20150914,2153,11,BKN075, ,10.00, , , ,58, ,14.4, ,51, ,10.7, ,45, ,7.2, , 62, , 7, ,330, , , ,29.72, , , , , ,29.83, ,AA, , , ,29.84,
24229,20150914,2253,11,FEW075, ,10.00, , , ,56, ,13.3, ,50, ,10.2, ,45, ,7.2, , 67, , 6, ,300, , , ,29.72, , , , , ,29.83, ,AA, , , ,29.84,
24229,20150914,2353,11,FEW075, ,10.00, , , ,56, ,13.3, ,51, ,10.4, ,46, ,7.8, , 69, , 6, ,330, , , ,29.72, , , , , ,29.83, ,AA, , , ,29.84,
